sentence,label
"Horrible experience at this hotel. Water was leaking under the sink, bathroom door was kicked in, mold coming out from behind the shower stall, toilet wouldn't flush and, curtains torn off of the curtain rods. Coffee maker didn't work dirty hallway . Wi-Fi was poor. I couldn't even believe it so I took many pictures. Do not stay here you... More",0
"We were dropping off my daughter at UF it vas very convenient just about a mile from her dorm, we definitely will be staying there when visiting her . It was very clean ,they have enough parking . And complimentary breakfast is always a plus !",1
"The location was super confusing, don't attempt your GPS. I called ahead, and they gave me directions led me right to the hotel. The hotel itself was outdated and def could use some work. The room was fine, with the standard amenities that is offered bu Holiday Inn Express. The breakfast area was in the lobby, a crapped area, but... More",1
Had to call maintenance man to fix shower. More water going out of diverted than shower head. They did fix it. Heard people walking in room above us. No counter space around sink.,1
"Check in was easy. Room was clean except that it appeared that the toilet was not flushed. All free coffee, bottled water, and bath essentials were fully stocked with clean linens and sheets. WiFi worked great.",1
"Nice hotel, with good rooms and beds. Location is not really close to Riverwalk and it would take you a good 15 min walk to reach there. Alamo is relatively closer. There is nothing much right next to the hotel. Breakfast, checkin, checkout and the reception staff were all good. Breakfast staff could have been a bit more courteous.",1
"We stayed here because we needed a room that would sleep 6 people at a decent price. Upon arrival, the front desk staff were friendly...even though they tried to charge my card twice. They were always willing to help whenever the need arose though. The housekeeping staff were quite the contrary. If you needed anything outside the ordinary, they seemed bothered or afraid they were going to get in trouble from management. The room was dated but was comfortable. All ammenities worked as advertised and the room was similar to the pictures. The restaurant (Tradewinds) provided above average food at an affordable price. The pool was large enough for a large number of people but wasn't cleaned during our stay. (4 Days) It was open 24 hours though, which was nice as we arrived late the first night and did activities during the day/evening. Being off of the boardwalk provided a quiet experience which was nice. Also, there is a Food Lion directly across the street which we used to stock our cabinets and refrigerator. The beach was clean and also had a lit volleyball court after dark. My overall experience is as title states.",1
"Very nice hotel, friendly staff, convenient to the airport. We stayed here during an NFL football game and I couldn't be happier. The hotel was close to the airport and downtown Atlanta, the staff were very friendly (even though we were fans of the opposing team). Our stay included parking, wifi, and breakfast",1
"Basic rooms, nothing fancy, but clean. Decent breakfast included.",1
"This has a really nice swimming pool. A good breakfast, and you can dine beside the pool, and it's right beside a mall and there is a shuttle right to the cruise port. The challenge is that the rooms were clean but really old. Paints been put on the rooms but it doesn't disguise the age of the building. The... More",1
I stay in this hotel 3 to 4 times a year. Rooms are always clean and the staff is courteous and quickly resolve anything that might come up. All staff members go out of their way to ensure you have a pleasant stay.,1
Shower was broken. People upstairs paced for at least two hours from 2 to 4 AM.,0
"This Hotel was amazing. My husband and I came here for one night to celebrate our 4 year wedding anniversary. The staff was very accommodating and let us check in early. Andrew the front desk guy was awesome and sent us a bottle of champagne after I told him why we were here. The room was nice and spacious and the shower is on another level. There are lots of restaurants near by and places to walk to. The light rail is right next to the hotel so it was super easy to get to the restaurants and bars further downtown. We would definitely stay here again. Thank you Andrew for making our stay amazing!Hello Amanda D, We thought you were pretty amazing too! I'll definitely share your accolades with the rest of the team. We hope you can try our restaurant, MATCH Restaurant and Lounge next time you stay. We hope to see you again soon.Thanks!",1
Location was great for sightseeing. Neighborhood very poor where hotel located. Rooms were comfortable and clean....only issue bathroom was small. Exercise room needs some updating though. Breakfast was adequate.,1
Bad: Room and bed were tiny - not even a queen bed. Bed took up most of the room. Breakfast was coffee and a bunch of cold bagels. Bathroom was also tiny. Not worth the exhorbitant price at all. Good: Location was good.,1
Room lovely. Staff lovely. Pool amazing. Slow service on the roof bar - I waited 30 mins for a drink on a less than busy bar on Saturday night.... Oh and the paid parking and continental breakfast isn't justified really considering the price. But I am giving 5 stars regardless because I did love it so much. Would def come... More,1
Very nice. the hotel staff was extremely pleasant and knowledgeable. They were so helpful. Sabine (sp) was especially helpful.,1
"Disappointed with the breakfast, have to wait for food, was too slow",1
Older motel but in nice shape. Good location close to the dam. Room was a little dark with the older wood paneling. Breakfast was good with plenty of food. Staff was helpful and nice. Parking was a little tight in front. Looked most of the people staying there were there to go fishing.,1
"Home 2 was a nice hotel to stay at, and the staff were respectful and delightful. The room was clean and spacious, the appliances and technology. Not sure if the hotel has rooms with bathtubs, but a bathtub would be helpful with small children. The grandchildren loved the indoor pool, and the sofa bed. The refrigerator and the microwave were... More",1
The room was not clean and smelled of smoke. We did not stay and they would not refund us as we were told that we paid online and could not be refunded.,0
Bad: I didnt like being charged 35.00 a night for parking when everything I needed was within walking distance. I will choose a different place next time.,1
"This is a newer place, clean and friendly service. For the business traveler this is great, one of the more economically friendly hotels in Napa. The location is good too, easy on and off and not far far from downtown. I slept great, nice clean comfortable bed. Overall really nice. Dear JimWard99,Thank you for taking the time to review the Hampton Inn Suites Napa. I appreciate your feedback on our clean and friendly service. Thank you again for taking the time to review, Serina Najar.",1
"I would highly recommend staying at this hotel. The rooms are spacious and highly accommodating. The hotel is clean. The food market located directly across the street is very interesting and they have anything you could possibly be craving. The coffee downstairs is free with to-go cups and it's actually delicious.Dear barbieann12,I would like to thank you for choosing the Home2 Suites by Hilton Philadelphia for your recent stay. I appreciate all of your great comments and I am glad you enjoyed your stay with us! With so many choices here in center city Philadelphia, we greatly appreciate your business and look forward to welcoming you back soon, until then...With Hospitality,Jason Bloom General ManagerHome2 Suites by HiltonYour Second Home Away From Home",1
"Park right in front of your door! Rooms have flat screen, wifi, micro, fridge. However, no coffeemaker. A little on the high side compared to similar places we've stayed, but still reasonable. No ice machine either.",1
"Get more than what you pay for, Hotel ran well and good atmosphere. Very accommodating.",1
"Good: Great location,comfortable beds,very clean",1
"Beautiful rooms and the nicest people working there. The front desk lady, Olivia, was extremely patient and helpful. We had lots of questions and she had just as many answers. The rooms were sleek and modern. The only thing that would make this hotel better would be free breakfast, but I really am asking for a lot. A++ stay. Thank... More",1
My family and I drove about 4 hours to visit Weeki Watchee Springs very early Saturday morning and had reserved a room for the same night sine it's less than a mile from the park. When we got to Weeki Watchee the park was already full and we didn't really have a plan B. The hotel was very accommodating and... More,1
"My husband and I really enjoyed our stay here! It is mostly an average hotel, even a little run down in areas. BUT the incredible service (particularly from the Valet Parking staff) and close proximity to the Inner Harbor totally made up for all that. Highly recommend using their Valet service, the guys were very helpful and accommodating...they even let us keep our car there after we checked out and locked our luggage in the storage room at no extra charge! Not sure if this is part of their regular service, but we were sure happy with the arrangement! The beds were soft and super comfy, room was clean and relatively quiet from downtown noise, showers were hot with good pressure and breakfast the next day was decent. A solid choice for anyone on a budget wanting to be close to downtown!",1
"Bad: Nothing. Good: Pool, food/bars, enormous room, large bath room, gardens, staff",1
"We waited for everything and it was never worth it. The resort section is nice for older kids, but not much there for my toddler. Very disappointed with everything: We did not get into our room until well over an hour past check in - and they have a late check in time! If you have trouble walking but do... More",0
"Bad: Drinks expensive at bar Rooms have a view of a wall Staff take a deposit and do not put back on your credit card. Good: Rooms were modern , staff friendlly , location great",1
"All was fine, but there was an unpleasant odor in the comforters and new sheets which permeated the room.",1
"Good: Great location. Clean room, friendly staff. Would definitely stay there again.",1
"The first room I was given had a very strong, unpleasant (musty) odor that did not go away after an hour with the window open so I went back to the front desk to see what could be done about it. The person at the front desk was very helpful and said that they had one other room available near... More",1
Great hotel for the money!,1
"The familial Ohana spirit of Hawaii is exuded by the staff of Ocean Tower Hotel in Waikiki. My fiance and I have made 3 trips in total to Honolulu and this by far was the best experience with a hotel there because of the very warm welcome and service provided by the staff at the Ocean Tower Hotel.Leonor in particular (and as mentioned by numerous reviews here) made us feel more 'at home' than at home.Also, as mentioned by previous reviewers, the hotel is undergoing renovations to update and modernize their rooms. The renovations were not felt or noticed by us... there was no noise and construction people noticed during our stay 05/19-05/26. We got a personal glimpse of some of the completed new rooms and what we saw indicated 5 star quality.. tile floors, Asian influenced decor, new furnishings, state of the art TV and projectors, lighting, top of the line bathroom fixtures. Once available (by end of the year we were told), I am selfishly hoping the rates would not be too different as I would love to come back to stay in those new rooms!Everyday after an exhaustive tour or beach excursion during our stay, we were extremely impressed by the clean bedding, clean bathroom and air conditioned room we returned to. Not once did we have a single complaint about the room or hotel facilities. We did at one point need the use of a microwave to heat some food and the hotel staff was happy to allow us the use of theirs.",1
We requested 2 beds. We got only one. There was a recliner positioned in a strange place in the room. The room was for handicapped people so the shower had a seat in it and a hand held shower head. Not tall enough to stand under.,0
"Great, look foward to staying there in near future. Affordable, spacious rooms.",1
Beautiful art-deco building on the river with big rooms and a marvelous view at the rivers and skyscrapers -should ask at arrival room with view.,1
"The hotel itself was fine--accommodating and clean, and the room was spacious. I found the bed, however (a SleepNumber bed) very uncomfortable and couldn't manage to change the preset number. The restaurant was just so-so. The food wasn't very tasty. On the night we checked in I had a grilled chicken sandwich with roasted peppers and pesto that I thought would be really good--the sandwich was heavy on the roasted peppers but the pesto was almost non-existent. The following morning we had the buffet breakfast. It was a wonderful spread--fruits, cereal, eggs, potatoes, sausages, french toast sticks--but the pastries and french toast were stale and the eggs seemed very bland. On the plus side the waiter said that if we didn't want scrambled eggs we could have eggs made to order (we hadn't complained, he simply offered that). So I'm fine with the hotel in general (I admit the bed problem may be mine alone), but wish the restaurant was as good as the bed.",1
"Bad: We were not entirely satisfied with the buffet breakfast at the restaurant. The Westin should maybe think about adding a ommlett station, and a waffle station. Good: Rooms are great! Amenities are great! Location 1 block off the strip is great as you can escape from the hustle and bustle for a break to relax. Having 24hr access to pool and hot tub was also great! As relaxing and winding down in the hot tub at the end of your night or day is a real treat!",1
Would be a 4 but the elevators are terrible. You have to wait forever. You even take escalators down to lower levels to get enough space to ride the elevators up. Other than that a nice hotel. Pretty river view from some rooms kind of makes up for it.,1
"There City of Baltimore was having a water problem because of the extreme cold temps. The desk staff did not tell us at checkin that we may have a water problem in the room. We first found out about this not having water in the toilet, That was eventually rectified but we did not have any hot water. After unloading a family ( 6 and 3 year old) in the desk staff told us to go to dinner and there SHOULD be hot water when we return, No t want to risk that option we ask for a refund and that we woudl be leaving. The desk staff was reluctant at first to give the refund but when I insisted because they could not guarantee hot water they finally did. They failed to understand that a hot water issue was a hotel problem not a City of Baltimore.",0
"Great hotel all around. Friendly service, very clean and quiet with a convenient location. Highly recommend!",1
"Our room was clean and the check in process efficient. It is a very well kept property. But, the most outstanding thing about this Hampton Inn is PATRICK DEWBERRY! He's the main administrator at the front desk and his personalized service is bar none! He knows his guests and enjoys kibitzing with them - he has an incredible memory and... More",1
"Pros- Great customer service, comfortable beds, clean rooms, fantastic room style/decor and safe area. Cons- no pool, no meals available, just a few pastry type items at the bar/lobby",1
"This place needs a serious reno to stay alive. I booked with Expedia, specifically asked for 3 people in one room. The hotel still charged me 5 bucks extra for that, when we arrived. I think the admin costs of doing that was more than what that 5 bucks covered. Not very smart. We arrived late, around 3:30 AM, and... More",1
"The worst television design I have ever seen in any hotel. I'm a very frequent traveler and have stayed at MANY 4 and 5 Star hotels. I have never encountered a television that had no video inputs for guests. Most hotel televisions have an extra HDMI input on the side, older hotels will have analog video inputs. (But they ALL... More",1
We drove in with no reservation and the staff were friendly and helpful. They only take cash or check. oThe kitchen was nice but there wasn't a microwave or cookie sheet. The room was clean and comfortable. The bed was a little soft.,1
"Stayed here for one night. Saw suspicious people hanging out in the parking lot by the pool area. We arrived late at night. They were dressed with baggy clothes with pants hanging down their bottom. A car picked them up, then dropped them off minutes later. As I peaked out the window, I saw that this went on all night.... More",0
What a pleasant surprise. All rooms have a great view and are clean. Staff is friendly and helpful. This hotel is a real value.,1
The side door was broken and stuck open-not safe by my standards. There was plastic food storage under my bed skirt. My room was comfortable and a great breakfast started at 4am which helps for early flights.,0
Very highly recommended. Outstanding staff. Great location. Spacious rooms with very comfortable beds. Tastefully and creatively decorated public areas and rooms. Restaurant very good as well. Stands out as a unique and exceptional vacation experience.,1
Good: Location and comfort,1
"Stayed at this property while on a convention. Hotel is on an old building but nicely renovated. Noise is a problem, though bring ear plugs or ask for a room that doesn't face the street side, as the party goes on all night.",1
I work here in Perry about 6 days out of the week. The People here are very friendly and willing to make your stay better. The hotel is great for my simple needs as I'm away from home. The rooms and hallways smell very clean each time I enter and leave. I will continue my business here for sure.,1
This is our second stay at this location. Their customer service is top notch. Good breakfast every morning and very clean rooms. Beds and bathrooms are very clean. Used the pool everyday we were there and loved it. We will stay here every time we're in the area.,1
Was disappointed there was not alot of eating places around.,1
"I have never been disappointed by a Hampton Inn and this one maintains that track record. The staff was helpful and friendly. The rooms and most importantly bathrooms were clean and smelled nice. And the price was right. For my purposes the location was convenient, so I have no complaints.",1
"Comfortable clean pleasant spacious rooms with cooking facilities Friendly and helpful staff Superb breakfast Good location opposite the Space Needle and Monorail Best of the hotels during our three week holiday in America Highly recommendedDear Nick W,Thank you very much for reviewing the Hyatt house Seattle! We very much appreciate the 5 star review and are delighted to hear you felt we were a hotel to remember! We know you have a lot of choices when staying in Seattle and are thankful you choose us and would highly recommend us.Thank you and I hope the rest of your trip in America went just a great! Sincerely,Jonathan",1
"Should have checked Trip Advisor before staying here. Besides being dirty there were holes in bed linens, paint on floor and door handle, tub wouldn't drain and TV had no signal. The worst motel we have stayed in.",0
"If you don't mind staying out of town, the Fairmont Grand Del Mar is a top quality choice for San Diego located about 25 minutes north of the airport. It is a large traditional colonial property, with a beautiful golf course on the west side of the grounds, ample parking, equestrian facilities and a good spa (which has the best... More",1
"This is a well-kept property in a perfect location to walk to much of historic Charleston. Staff were very helpful, informative and friendly. They even have printed cards with directions to the nearest gas station, airport, and plantations. Their recommendations for places to eat were excellent. The room was comfortable, attractive and clean. Breakfast was available for purchase, but otherwise... More",1
"Stayed here for a short stay in Chicago - easy for travel as it's no more than a five minute walk from Jackson Station on the blue line from the airport.The hotel is conveniently located for downtown locations - some such as Sears Tower are within easy walking distance while others are no more than a short cab ride or a hop on the blue or red line away.While not huge the room we had was clean, tidy and had everything we needed. The staff were friendly and helpful.My only minor moan would be that we made the booking well in advance and the room rate seemed to be a good bit higher than that quoted on-line by the hotel just before we left.",1
Comfortable... Pleasant / nice Breakfast / Its near Restaurants / Shopping / Publix and more Easy Car exit and entrance. Employees very nice and the room was clean and inviting. Landscaping was nicely trimmed as well.,1
"This was the dirtiest and least appealing of all La Quintas that we have stayed in. The main floor hallway carpets were dirty and actually starting to lift in places. The room had old and ripped furniture and looked worn out. A simple thing like a bed skirt looked stained and very old. This hotel needs a complete Reno from exterior to interior including the grounds around the hotel. The surrounding area looked unsafe and gave us a feeling never to walk around at night. There were no family restaurants in the area.Mal,I'm so sorry that your experience did not live up to expectations. We never want our guests feeling unsatisfied or unsafe. I will make sure and forward your comments on to the general manager to make sure that this remains an isolated incident.Sincerely,La Quinta Customer Care Team",0
"Bad: I will write in English so the staff can read if they wish: we arrived exactly at 4 PM (declared check in time), the room was not ready, the reason being 20 people having done an early check in, please notice that check out time is 11 AM (so they clearly have a workforce planning problem)! An extremely unfriendly staff representative told us that we had to wait, asked me to give her my phone number so that I can receive a text message when the room would be ready, meanwhile we were granted a pass for the pool (which was no extra given that the pool was available for all hotel guests as we were). I asked according to your experience, how long will it take 20 minutes, 1 hour, 3 hours her answer was rude and dismissive I don't know, the only thing I can tell you is to wait for the text message. At that time your room will be available!. So we went to the pool (definitely small and overcrowded), no seats available, very noisy. We waited, and waited and waited and waited... 2 hours and 20 minutes, then I went back to the lobby extremely upset, I started complaining and magically the room was ready... By the way: the text message never arrived. Good: Free parking (is this something to be appreciated)",1
Very clean hotel the beds very nice and close to the airport.,1
"We came for the weekend. The room was clean and the beds comfortable enough. The breakfast was good - with selections for those trying to be healthy. We had hard boiled eggs, oatmeal and fruit. The only down side is that you hear your neighbors which could be awful if you were stuck next to someone really loud. All in... More",1
"Bad: Price did not fit the size of the room. It felt more like a cubicle. Good: The room was nice and clean, came with safe, and fridge.",1
This Hotel was clean and well kept.. However because I have children they put me on the Same floor as other children. I was woken up many times throughout the night by screaming children and they were not my own!It was very loud throughout the night of people talking and running up and down the hallways! I was quite disturbed by this. Overall the room was comfortable just very loud and obnoxious people that happened to stay there which is unfortunate.,1
"The stay in the hotel was very pleasant, everything was clean and quiet even with renovations in the lobby. The staff were very friendly and extremely helpfull. The rooms are very big and bed super comfortable.",1
"In town for family hospital emergency. Staff was so helpful, extended my stay. There were no rooms in this small town due to graduations, weddings etc. General Manager made sure I had a room. Excellent customer service.",1
Grand Haven Michigan is one of those places that has remained great over time. It combines history with the present for those in for business or leisure. The Beacon Inn enhances this experience by providing clean updated lodging with extras available if desired. The staff is happy and around. There's a great computer if one doesn't want to set up... More,1
"Over the last couple of weeks, we stayed at three Best Western Plus Hotels. Of those, this was the best place! I like a softer type bed, which you don't usually find in a hotel, but this place actually had a bed I liked and I slept so well. It is a really nice place to stay, friendly and helpful... More",1
I was traveling for work during the spring training season. The price was right at this hotel. The room was comfortable but the surrounding area was not very nice.,1
"We have been here several times, once when the current owners had just purchased it. They went out of their way to make us comfortable then. This year we returned to many renovations making it the cleanest place we have been in. They have maintained the history and charm of this old building. We call Augusta the last frontier for... More",1
"It has prime location among many other places in town , Friendly staff with happy smile to help with all your need , giving ride to anywhere in town . Rooms are very much renovated with all modern facilities",1
"Very clean, very modern Shower curtain should have been changed, it was vile, but within 10 minutes, it was changed and the staff were apologetic. Our room had a view of the freeway which we liked. The man checking me in was LOUD! like everyone in the lobby knew what room I was in, my name and my address because he was just loud, but I only spoke to him the one time so that was good. Complimentary drink coupons at check-in for happy hour at the bar were a nice touch. Very comfy bed an super squishy pillows. Very happy with the visit.",1
"Very pleasant stay! The front desk Bill was very helpful, very good hospitality for all hotel staffs too!",1
"Uneventful and fine except I was told they could Not print invoice for charges,because it was booked through you. Call me and i will give u the name of the employee and you can be sure i have called my credit card company to check on what was posted.",1
"This hotel has changed a bit in the lobby since that day in July 1981 when the skywalks collapsed, killing 114 people and injuring others.I was working at The Kansas City Star then and remember that disaster very well. The newspaper won a Pulitzer Prize for its coverage of the Hyatt and the aftermath.I think it would be appropriate and in good taste for there to be a small plaque in the lobby noting the deaths and injuries of so many people and how building design has changed since.Today, the lobby looks quite safe, and I am sure it is. The Hyatt Regency disaster has gone down as one that has raised building safety to a much higher standard.",1
"Very happily surprised :-)! Emerald greeted us with a great big smile and patiently waited while I rearranged my wallet to find my AARP card and got us booked into a beautiful suite. Drury will definitely be a go to from now on thanks to the fabulous service we received on our first stay: easy on/off interstate access, strong hot... More",1
"We recently went to Charleston for a birthday weekend and stayed at the King Charles Inn. We both loved it. From a very warm and efficient welcome, to a lovely, spacious room and it was in the perfect spot! Across the way to FIG and next door, almost to Jestines! The decor of the hotel was chic, but cozy and... More",1
"I was very satisfied with my stay--nice property, lovely staff, well-maintained, and comfortable. The breakfast wasn't fantastic, but definitely serviceable, and the wifi was good and strong. Would stay again, for sure.",1
"Nice staff. Good breakfast. Good TV for at night. Only negative is I did not like the type of pillows they had. I like one larger pillow. They had many small pillows. Very small room, but it was fine. Easy in and out. Overall a good experience. I will say this ... cleanest, most well kept bathroom I've seen. Usually... More",1
"Even though this resort is dated, it is very clean and a good value. We had a room facing the river which I would recommend. They provide grills, picnic tables and lots of lounge chairs in order to sit next to the river which was nice. The resort has a DVD player in the rooms and offer free check out... More",1
"The breakfast could have been better, I was over charged for parking the first night. The valet staff were very helpful. The room was fine, but a bit cramped for our group.",1
"For the it was OK, I would stay again, the TV is an off brand and Made some noise on some channels, breakfast is OK, but nothing to write Home about frozen egg Mc muffins. I would give it 3 stars max",1
"Very friendly staff...accomdating and hospitable. Room was decent, but hotel does allow pets and we had 3 yipping dogs across the hall. They did not disturb our sleep, however they barked whenever they heard us going in and out of the room or talking loud in our room.",1
"We made our reservation late in the day, but we scored a good deal especially for as busy as it was. We were put in a room right where the elevators were, but we didn't have any problems and slept well. The bed was a bit too hard and the pillows way to soft for me. The hot breakfast is... More",1
"In addition to having to ask to be moved three times after seeing the initial condition of the room I was assigned (something I have never done in nearly 100 hotels I have stayed at), they carpet was so dirty I refused to take off my socks, the nightstand had a sticky substance on the surface and in the drawers, the furniture was old, worn and dirty, the staff was not terribly helpful and the neighborhood is in an economically depressed area and I did not feel completely safe at night being a single woman travelling alone. There are multiple signs in the parking lot warning that the hotel is not responsible for any damage or theft and I was worried about my car being broken into. Only pros- just off the highway and one of the nicest hotel gyms I've ever seen. Even so, I will NEVER stay here again! If I hadn't already paid in advance through hotels.com, I would have left immediately.",0
Our stay we very brief -- only overnight. It was average. Nothing negative.,1
"Room was clean. Hotel located at a busy intersection. Windows were so outdated, every outside noise was heard. A lot of traffic noise. AC unit kept coming on snd off so frequently, it kept us awake. Initially when we arrived, no one was at the desk. Had to wait several minutes before being helped.",1
"The linens were very clean, and the pool area was beautiful. The entire desk staff was eager to give on point recommendations for dining and attractions. Great value for the price paid. Request ground floor- there is no elevator.",1
"A gorgeous hotel! Not a typical Hampton Inn. Easy to find and the location is convenient to vineyards, downtown Napa and you can walk to restaurants, shopping and movie theater. Inside the hotel is gorgeous and the guest rooms are all suites and huge! Mini fridge, huge shower, I could live in this room!",1
"Another couple in our group recommended this place, and as the evening began I learned many others from our group eventually filled the place. It is what a mom pop motel used to be like in the 60s or 70s. It is a log cabin look for the main building and around back are small log cabins. All are... More",1
"Not only myself, but my family loved this hotel and we will return again. I would recommend this hotel to anyone who wants good service as well as a nice, clean hotel stay:) The rooms were excellent and very comfortable. The breakfast buffet was awesome and I loved the pool/jaccuzi and computer room. Onsite laundry is recommended as well as the room service. Great location as there were many restaurants nearby. If I could change anything, it would be the structure of the hotel room (to include more privacy for a family of four...door or divider). Best hotel I've stayed at in a very long time!",1
"Bad: No complaints or dislikes. Good: Quality vs price was fantastic. Check-in was very friendly and above reproach. Cleanliness, comfy bed, quiet, and your typical serve yourself breakfast. Couldn't have asked for more for the price.",1
Came in late and stayed one night for a concert at RedRocks. Close to the venue. Good view out the window of the foothills. Plenty of food options in the immediate vicinity.,1
Bad: Need higher wattage light bulbs in bedside lamps. Larger pillows for bed. Good: Like the character of the hotel. Unique. Nostalgic. Bars and restaurant are fun. Friendly staff. Good food. Reasonable prices.,1
Clean and nice rooms. Freindly and knowledgeable staff. There are two pools one inside and outside and both were in great shape and clean. The resort has a nice beach with Kayaks you can use. Very pleasant experience!,1
"It was a wonderful experience.the room is nice, clean and spacious. The location is accessible to shoppers and they have a hotel service to the airport.",1
"The only good thing about this hotel is the proximity to Kings Dominion. I will be driving to the park next time. The hotel is right next to the highway, which for me is a security concern. The staff was not overly friendly. The room is a bed and shower, not overly nice, or clean. If you are looking for a place to sleep and shower only (not your most comfortable stay) OR cannot afford a nicer hotel this is the place for you. Although the attached Denny's is convenient, it is dirty and we were served cold food. Hope this helps make your decision.",0
"Wonderful place to relax either way your going , north or south. Very convenient on I-95..Convenient restaurants, fast food or nice dining. A great choice of fuel stations to choose from, just a great place to break up a long trip...",1
Hotel Parking Garage poorly lit and in need of upgrading allowing access directly to hotel without going down stairs.,0
This was a great location for the convention we were going to. The hotel was nice and the room was great! The price was also great!,1
Bad: The price of the wifi. Good: Everything,1
"The location of this property is great as it has a short walk to Hollywood beach. We visited over Easter Break so we paid a mint at over 200/night. From the description of the place, I was expecting a little more of a condo type feel to the place. Upon arrival, nobody was available to check us in, so they... More",1
"Stayed here with my wife and kids while passing through Wyoming. It used to be a Super 8 that was pretty run down, but has now converted to a Comfort Inn and gone major renovations. Right next door is Applebees so we were able to quickly eat dinner without even having to go hunt for a place. Great place for... More",1
"Absolutely LOVED this hotel. Truly the best service, food and location. Classy and polite staff. Our banquet food was delicious and always fresh throughout the day. Staff would whisk away all dishes and place settings when we were finished and my glass or cup was never empty. Accommodations were great. Big beds, big rooms, big bathrooms and an amazing 360... More",1
"My kids and I travel through Harrisburg on our way to see my parents in VA once a year or so. We always stay at this hotel as a stopping point and have never been disappointed. For the price, it is extremely nice. Beautiful lobby, free water and coffee, nice indoor pool, clean and well-sized rooms. Staff is nice and... More",1
A very good experience. We were most impressed by the wonderful breakfast buffet. We will definitely stay her the next time we are in Ogallalla. All in all...a delightful hotel. The staff was very accommodating and friendly.,1
"Have been coming to hotel for decades and have previously rated it highly, but it changed hands since my last stay and is now under new management pending demolition for larger hotel. All staff appears to be new. Day of arrival, called hotel en route to warn of late arrival. At first hotel telephone did not work. Finally got through... More",0
"We were very tired when we arrived with a cranky baby. Pierre at the front desk was very helpful and got us in our room quickly. We had some difficulty with the door, the handle had to be pushed up, instead of down, which delayed us getting into the room. The room was clean though somewhat worn/dated (old phones, ceiling in bathroom had areas that needed repair/patched, carpet was threadbare in some areas, etc.). We were thankful that the room was very quiet which help us to get a good few hours of sleep before my daughter and grandson's flight. The shuttle driver that took us to BWI was exceptionally helpful and I was very grateful that he came back to pick me up after seeing my daughter and grandson off.",1
"This is a friendly, courteous, clean, comfortable hotel with a terrific breakfast. A 5-star family hotel that is also in a convenient location. We appreciated being able to open a window for fresh air. The king room is really comfortable and convenient with sitting area. Wifi worked smoothly. Looking forward to returning.",1
"Always a great stay at the ARIA, love the rooms and dining options. Tables get a little high on weekends but that happens. Great location and shopping nearby (high end,shopping) Highly recommend Todd English PUB for drinking and Serrano for eating",1
"Loved the hotel. Very nice. Great Pool, golf and activities. There was no reason to leave the resort. Rooms were nice and food was very good. A bit pricey though. Not a vacation if you are on a budget. WE would go back- had a very nice time.",1
"Good location, easy access to restaurants and hospitals.",1
"My niece gifted me with a weekend at The Westin for my birthday, and from check-in to check-out the experience was nothing short of fabulous. The front desk manager Dru put us in the perfect room for our girls birthday weekend. The front desk supervisor, Jonathan sent up chocolate covered strawberries and cookies that evening along with a signed birthday... More",1
"Bad: Problem, Booking.com did not get me the best price on my room..... WHY. Good: Location was great, Loved the ocean view!! Staff was very helpful",1
"I stayed here a few years back, and it was pretty nice. Not fancy, but overall very good. Wow, what a difference a couple of years makes. Must have new management or something. First off, the cable was out (all but 1 channel). Not a huge deal for me, but was told other rooms had cable, so I switched. The... More",0
"The room was clean and in good condition. Would stay there again. The free breakfast was mostly good except for the biscuits that got staler every day. Made me wonder how often they made the biscuits. Friday they were good, by Monday they were very very stale. The scrambled eggs were good on Friday through Sunday. Monday They tasted different and weren't as good. I ended up having to throw mine away and eating a muffin instead.",1
Good: The beds,1
"Lots of outside sitting areas with ocean views. Great breakfast with many options - fresh fruit, hard boiled eggs, oatmeal, cereals, bagels, etc. Very nice setting.",1
"Great location, clean and nice hotel!",1
"Very clean, nice updated rooms. Felt so comfortable in there I walked around barefoot and sat on the floor.",1
"I would definitely stay at this hotel again. Very close to downtown DC. Clean hotel, friendly staff, good rate. Large rooms. Great experience.",1
Good: The Staff were courteous and very helpful . The Toiletries from Bliss. Love the face wash.,1
Only an overnight stay this time but I know I will be back. The room was perfect as always. I was on the 5th floor in a king superior room. I had no view although it didn't matter at all. We had drinks on the patio outside the bar and it was extremely pleasant. Dinner at Atlas was superb and... More,1
"This hotel is quaint, well-equipped, comfortable and made me feel like I was home. Employees are friendly and efficient. The breakfast is outstanding! Well-equipped fitness center, indoor pool and hot tub.Dear Guest, Thank you for taking the time to review our property during your recent stay. We are glad you enjoyed your accommodations, our friendly staff, fresh hot breakfast and all our amenities. We look forward to your next visit! Sincerely, Michael",1
"We rented a King Suite here, because there were no rooms available for under 200 within 50 miles. We were pleasantly surprised at the quiet location and the cleanliness of the room. We slept with the window open and the AC off for most of the night. It is pet friendly, and the dogs were quiet. The room provided typical... More",1
"Bad: The first room - AC not working. No hot water in bathroom. The second room - was not totally cleaned. Leftover shampoo, conditioner, and soap were found in tub area. AC is noisy.",0
We staid only for one night and this probably was the best option in town. Rustic but gemtlich as we germans say. The owner is a nice guy and we had a great talk with him about some families from Conrad. We highly recommend this place if you go to Conrad.,1
It had roaches... Roaches.,0
"I brought my team of 30 executives here for a two day meeting. The hotel was immaculate. The service was outstanding. The business meeting facilities from the meeting rooms to the AV/tech support was very very good. Every detail was taken care of for me. The food in the restaurant and provided in the meeting space was very, very good.... More",1
