label,sentence
1,The Echo was easy to setup. It understands my commands most of the time.The only complaint is that it's speaker is not up to par with other speakers.
1,Really good tablet for the priceI can't complain ...
1,"The Amazon Kids Fire keeps my grandson captivated with lots of activities. He loves that it's just right for his little hands. He makes sure that everyone in the family knows the Kindle belongs to him by saying, ""It's mine!"""
0,"It is very good, but very limited to the number of applications that it can support."
1,"The Kindle paperwhite is the perfect e-reader. The screen resolution, size, and capacity make a complete package. If your objective is to read, this is the optimal product. If you want to play games or are enamored with color for magazine viewing, do not purchase this product."
1,This is really easy to use. It understands many voices and does what you ask.
0,"I bought this to go with the Toshiba 4K TV with built-in Chromecast I bought from Best Buy. It's nice when it works but I had problems with it that caused me to return it.I have a Fire Stick and it works great. I leave it plugged in but it needs to be unplugged every few weeks, otherwise it works fairly well. The Fire TV had to be unplugged after every use. The screen would flash and sometimes there would be a popping sound. If I left it plugged in for any amount of time, then it would not work well. I liked the voice search on it and Alexa works great. You can ask for the weather, play music, and presumably other things that the Echo, Dot, and Tap can do. Just a side note, you have to keep the button pressed when asking Alexa to do something.Maybe I had a defective unit, maybe it was something else. But I've had a Paperwhite and a Voyage that both died on me in similar ways. I've never had a problem with the lower end Kindles or Fire tablets. Based on my limited experience, Amazon just doesn't get its higher end products right. I'm still going to use Amazon for a variety of things, but I no longer trust them for the higher end products that they make and sell."
1,This kindle is very slow at recharging. Granddaughter has a hard time waiting for it to charge.
1,This was the perfect gift for my grand kids they love it.
1,"I was an early adoptor of the Amazon Echo, when I heard they were releasing a mobile version I wanted it. It wasn't until we spent a lot of time cleaning our old home before moving that we realized how usefule this lil guy was, just set it up to your phones wifi hotspot and you have a fully function Echo. I would buy this again if I didn't already have one."
1,This thing is the coolest thing time play with love it
1,Much better than the stick. 4K works great and having an Ethernet Jack is greatly appreciated. Snappy menus.
1,Great for the avid reader. Plenty of storage space and fun for basic internet activities.
1,This is a good tablet for your everyday used!!!!!!
1,I needed something that will easily connect to hotel WIFI cause I travel a lot so researched all devices and saw that the Amazon Fire was meant to connect to hotel WIFI with ease and I must that this device lives up to what it says it hooks up with to the hotel wifi with no problems great picture and fast steaming and I now use this at home as well I love it.
1,"Bought this for my father in law who is not tech savvy. The free ""May Day"" feature is the best part- I don't get called for tech support all of the time."
1,I have to repeat myself when alexa is at volume 8-10 at a short distance.
0,I would recommend this tablet for an older child. Maybe 7 and up.
1,I love the new kindle. So much brighter then my old one.
1,"Great tablet for the price if you are a user of Amazon's services. Plays movies, videos , music from Amazon's Prime service great. If you don't use these, it is an OK android tablet. Does not support the Google Play Store directly but can be sideloaded. Not a great experience tho."
1,"Great for family especially my kids. Alexa has been keeping them busy - engaging them by answering unending questions, playing music, educational insight (history, geographical, science, math...). In addition we are now almost always playing our Christian worship music on the Echo. Hands down the Echo has become the greatest addition to our family among all gadgets.."
1,a nice tablet for a very good price. It has everything other expensive tablets do.
1,"Fast and easy to use. Kid friendly :) Simple to navigate, clear and clean picture."
1,"Works Great, Flixster is a little slow compared to vudu but at least I can still view my movies from vudu."
1,Easy to set up. Love the Alexa integration. Very happy!
1,We purchased this for mu husbands mother and she seems to really be enjoying it and it seems user friendly for her
1,"Bought this as a giftt for my wife. She uses it mainly as a method of reading books and loves it. The memory is more than sufficient for normal usage and is expandable if needed. The fact that it is not HD does not matter to her but if you use it to watch a lot of movies, you might want to spend the extra $100 bucks and get the HD. JShe does watch Netflix on it but usually watches movies on our big screen television. Great buy for the money. She loves hers"
1,Nice little tablet. Functional and easy to use.Fits the needs that I need to use it for.
1,This product is great !!!! I would recommend this to family and friends
1,Fast delivery from Best Buy as always. The fire stick is awesome. High Quality video great selection. Good Value.
1,"I like the shape and size of this Kindle, and the graphics are good. But if I play a game for very long the charge seems to run out pretty quickly. It is very good for books and for music. I would recommend it for those categories."
1,My daughter loves this tablet. She drops it and it keeps going. she can't put it down.
1,My wife likes it. She reads a lot so she uses it all the time. Also likes to go online with it.
1,My wife loves her new Kindle Fire. Great add for the front a rear facing camera as well as the basic features. Another add for this devise is the added storage option.
1,Enjoy using the Kindle White paper. It is compact.
1,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift"
1,This is ok for kids but the camera is not bright enough.
1,"She can do all kinds of things with this, especially with all the skills we can enable in Amazon!"
1,Clarity is excellent. Easy breezy to use. Charges quickly and lasts a long time
1,This is a decent eBook if you are only interested in Book Reading. not a colored screen but so do not compare it with any iPAd / Pad ... good for reading. Good gift for Senior citizens.
1,"I'm so happy with this product, so many channels and best of all no more cable company. Just to give you all an idea, I was PAYING about $$$$125.00 plus, plus, plus amonth, in cable, that's about $$$1500 plus, plus, plus a year. So now I with NETFLIX, AMAZON PRIME & SLING TV going to pay about $40.00 a moth, that's about $500 per year..... Plus there is other goodies that comes with it. Excellent streaming capabilities never lose it signal. Excellent product AMAZON"
1,"The Kindle hasn't been used much yet, however, it appears that all family members interested in various options available...music, games, internet, books, etc."
1,Grate product! I would definitely recommend! Say good bye to cable!!!
1,It's a great kindle for the price. Eyes don't get tired from reading it
1,"So far I only see one flaw that bothers me, no volume control built into the remote, the device is very fast, easy to setup and use, though it does offer prime video stud right up front, but a couple pushes of a button and your on to your Netflix or hulu or what have you, works great with plex as well."
1,"This is a great tablet for my young son, he is able to order books for school. He plays games and he is able to go onto youtube for the fraction of an Ipad. It is great!!!"
1,My wife like to play games and the 16g is much better and faster fo this.
1,"The amazon kindle is nice, portable and very easy to use."
1,I recently purchased this product. I am satisfied with this Amazon firestick. Good for 4K picture
1,This is the 3rd Kindle Fire that I have purchased. This one is much faster and more user friendly. We just bought our 2 grand daughters and 2 grandsons a Kindle Fire with the youngest 8 yrs old. He has it mastered already. Great tablet for a good price.
1,Easy to use and great clear image. Only use it as a digital book/magazine. Don't use camera.
1,A great alternative to the more expensive iPad. I prefer my paper white for reading but this is great for everything else.
1,"Alexa is really awesome, she does all kinds of cool things to make life easier. My only recommendation to Amazon is that they try to make her more 'intuitive' and remember habits or repeated phrases."
0,not as smart as the commercials show. cant answer a lot of questions
1,Handy and entertaining device to have. Ask it anything and it will answer. Haven't tried advanced features yet.
1,Very loud. Great sound. Sub Slides under couch so it doesn't get stepped on
1,My daughter loves her new tablet she does everything on it
1,I purchased this as a gift for a child. After I read tons of reviews and asked my nephew how he liked his... It was GREAT for the price i just wish amazon would allow you to sync your google play.Other than that great product and great experience at best buy :)
1,"I love my PCs and they are in constant use, but my new addition to the family, the Amazon Fire tablet, now provides me the convenience and portability that I'd been previously missing. Every time I pick it up and turn it on I experience something new to explore and use. A real winner!"
0,Decent tablet. I knew it wouldn't be fast but it does get the job done and it was relatively cheap.
1,Easy to use...lightweight. Easy to read. prefer this font to that of ipad or computer
1,"I'm writing this review after one month's use of the Amazon Fire 7 tablet (2015 model, aka ""fifth generation"").Pros:-- Good (though not great) image quality;-- long lasting battery;-- Amazon very good at updating device.Cons:-- not HD (though Amazon makes no claim of it);-- very slow battery recharging;-- claimed quad-core processor is rather slow.Particularly for beginners, this a fine device for simple web browsing; common app use; etc. Camera and photo management are adequate. App store is Amazon's (not Google Play); and processor is much too slow for any kind of advanced gaming. Updates are helpful; device did not come with Alexa ability, but Amazon has since installed an Alexa app. For $39, it's a reasonable value."
1,We purchased this after we decided to get rid of cable. Very easy to navigate much better than using a game system.
0,Until I buy all the lights and linked products this is just a radio with limited stations.
1,It's a very useful tablet. Did not have any problem since bought. Works out of country too and during travel.
0,"We purchased this for our 5 & 4 yr olds. It is something to help with learning to read and write.The big downfall is that even the ""free"" apps require you to purchase add-ons to unlock more of the app."
1,I got this for my wife to use in her sewing room along with our Amazon Prime Music membership.The sound quality is about the same as a good quality bluetooth speaker and fills the room nicely. And it's great just asking for music and having it play!
1,It is reasonably priced so you can replace if need be. The small size is perfect for kids especially when travelling.
1,Happy with the purcase. Gift for my mother in law.
1,Got it for my husband....he loves it! I wish I had gotten it for him sooner!!
0,Tablet stopped working after owning for two weeks. Came back on after an hour.
1,best decision I made this month. best tablet for the best price
1,This was a surprise when we opened it up! Bright and colorful!!
1,We purchased this as a gift. Researching and word of mouth led us to purchase this one. Very user friendly.
1,"This product works great as a little helper and as a great speaker for music. I purchased this for my mother in a nursing home, she loves it! It is very easy to set up and use."
0,takes 30 minutes to connect to wifi and none of the apps work on it and i restored it 3 times already. Big and bulky. you will be better to get the more expensive model
1,"I bought this after being an avid Apple fan for the last 10 years. I had old style two Apple TV's and even bought a new Apple TV to help with me cutting the cord to DirectTV after 11 years. I switch to using the Apple TV with the DirecTV Now streaming service. After the Apple TV would no longer let friends or family airplay to it because of new updates or let me load any third party apps I knew it was time to switch. It was a great switch to the Fire TV and I have not looked back. I have been able to load numerous apps that are not available on the Apple TV such as Showbox and Kodi. My biggest complaint was the Fire TV remote was not able to control the volume on my sound bar like the Apple TV remote and was not able to turn my TV or sound bar on or off. The Sideclick remote was exactly what I needed. I was able to program the remote to control power and sound level, along with change the input on the TV. I would highly recommend using the Fire TV.Pros:Works extremely wellAllows 3rd party app installationMuch cheaper than Apple TVAllows use of amazon music which Apple TV did notCons:Home page is not at visually pleasing as the Apple TVRemote does not have volume controlsRemote is not touch sensitive and has a very loud *click* noise when pushing buttons."
1,This tablet is great for my kids watching youtube and netflix on.
1,Love it ! very easy to use!!! Good picture for movies!
1,t is cheap tablet option coming from amazon. Latest model will satisfy your needs
1,"I love the Fire Tv box, it offers the voice recognition remote and an ethernet input if your WIFI happens to be shotty."
1,My family loves it. How we can just ask a question and it responds and does certain things for us
1,"great product, easy to use, love the lighted pad, ease of down loading books,"
1,It is a nice Kindle for the price. Works and runs well for all i needed
1,I bought the tablet as a gift for a friend's daughter in another country and they just luv it. She is the talk of her province because of the usefulness and learning games that came with the tablet.
0,You get what you pay for Was not to happy but for a 2 year old it's ok
1,Easy enough for a 5 year old to use and with the chip added he can add games to his tablet
1,Alexa is great and helpful when needed. Controls my house lights from philips hue and wemo and harmony remote.
1,My kids love these. They are easy to use and no glitches!!
1,This is as good as my my Ipod! I would recommend it
1,This is the third Kindle I have purchased ( two as gifts) and am very pleased with the purchase!
1,"This is my first tablet, and I have had for just a short while. So far, it seems to be a great product for the price. I plan to use it primarily as a reader, which will allow me to stop accumulating books in my small apartment! So the small form factor seems to fit that purpose, and it's a bonus to have a browser and the availability of lots of apps too."
1,i can read anytime and anywhere.....................
1,The Fire is a good deal for the amount of money it cost. Simple to use and has a nice screen display.
1,The Amazon Fire TV is amazing. I highly recommend!
1,We bought this for my father's tv. He is so happy with it! He can easily navigate throught all the apps and play what he wants! I can only say this product works really good!
1,This is exactly what the person wanted as a gift and she enjoys using it.
1,It has a lot of potential that I haven't tapped into yet but it's met my expectations so far.
1,Works great and I haven't had any issues. Easy to use.
1,"With the advent of technology, picking up and reading a normal book feels cumbersome. This device perfectly replicates real-life ink whilst providing an unobtrusive backlight and enhancing the books with extra information, dictionaries, and wikis."
1,"I bought this for my nephew for Christmas. I love that it has so much memory space, so I can download tons of games and activities to keep him occupied on long rides. I love the 2 year warranty and safety case. He loves it!"
1,"I am so very i got this for my 3 year old grandson. He can navigate it to get to his favorite shows, Peppa pig, Mickey clubhouse and Thomas the train. He is so happy with his tablet."
1,I absolutely love my Amazon Echo. I use it everyday for all kinds of information.
1,Works fine. Alittle pricy. Kindle without is not good.
1,The speaker sounds so much better than the dot. I stream music through there constantly.
1,Much better than any other streaming device and it has many options and allows you to be wireless or direct through Ethernet. I have it setup so I can watch many of the movies and shows I like. Glad I went with this!
1,"Bought it so my son could play ABCMouse.com without his baby brother closing it on hom, like he does with the laptop. Also good for my audiobooks."
1,I love asking Alexa questions and having her turn the lights on and off.
1,This portable Bluetooth speaker has an excellent sound which can be taken anywhere unlike the Echo and Echo Dot which both have to be plugged in. Want to listen to a favorite song? Just ask Alexa. Want to know the weather report? Just ask Alexa. Want to know your horoscope? Just ask Alexa. A lot of fun and entertainment at a great price. Big things come in small packages!
0,"Disposable tablet, almost like a burner phone. Works ok, but need SD card, very little space."
1,Perfect tablet for beginning reader. Great for games and videos.
1,My little girl loves her Kindle. I'm so happy I bought an upgrade to her previous kindle. Best Christmas gift ever.
0,"I should have waited until this was more advanced, it keeps disconnecting from the wifi and it's a pain to reboot it, doesn't know much either, we have only had it 3 weeks so we will see how it grows with us"
1,I love my kindle fire. Its a great reading device.
1,"Minimum setup required.Glossary of terms is somewhat limited.Design is attractive and fits into any décor.Sound is good (not Bose, but acceptable)Easy to add features (calendar, To Do List, reminders, etc."
1,"With an amazon prime membership you have ""Alexa"" play all kinds of music. Haven't really used any of the other features yet."
1,"4 k capabilities, Ethernet direct hook up to router for faster streaming, voice remote control! Much better and not so restricted like Apple TV! A+++"
1,"Bought as gift for my granddaughter who is 10. She loves it. Plays games, watches videos and listens to music."
1,Had high expectations. Alexa can't answer many of my questions. Setting up music hard as heck.
1,yeeeeaaaahhhhh kids love this and so do i...thanks again
0,The thing broke within the first week. The charging port was bent and it wouldn't charge.
1,Cancelled my dtv and this is everything 8 hoped for
1,Great product. Has so many outstanding benefits. Love this product
1,"The Kindle/Amazon Fire HD Tablet is not a high priced item but it is everything I want from a tablet. Easy to use, easy to read and easy to pay for. A great tablet"
0,good product for this price. I like my Amazon - Fire - 7 Tablet - 8GB - Black
1,"I purchased this product for my ten year old daughter. She absolutely loves it! It was easy to use, simple to navigate, and even easier to set-up (especially all of the parental controls and such). I am able to manage her account online and limit her use and time on the tablet, as well as keep track of any purchases she may wish to make. It is a great starter tablet for a responsible youth."
1,got this for my kindle 7 tablet . Does an excellent job charging the kindle fire 7 a lot faster than the one it came with the kindle fire
1,Love everything only negative is the ads. My 9 year old daughter has claimed it as her own and operates easily.
1,My 3rd Amazon Fire TV (for different rooms) and it is such a great product. Much easier to navigate then the built in smart TV functions for watching other apps and it is much more responsive for searching for shows using the voice controlled search function.
1,Gave as a Christmas gift. Have gotten great reviews about the streaming features and they love the voice remote!
1,I had the old kindle with no back light .. this new one was a great price .. I still use both but this is great on a plane or in bed at night when I can just turn it off and I don't have to get up and turn my light off
1,Bought this for my daughter for Christmas. She absolutely loves it! She has been on it since she opened it.
1,Love this kindle - the press side page turner is great.
1,I love my kindle! It never runs out of battery. Used it on a three week detachment and never had to charge it.
1,Great product. Love the Amazon ecosystem. The Freetime subscription is a must
1,Perhaps the best ereader made until now. Fantastic reading experience.
1,I purchased strictly for PS VUE and can confirm it works great including 60FPS and lag-free (almost as good as PS4) guide navigation. It is drastically improved in speed over the 2nd gen fire stick ($40) which had too much navigation lag and capped at 30FPS. The Fire TV is much faster and worth the extra money as it also includes 4K and a gigabit ethernet port. It does lack VUDU and Google Play so not all apps are available and will not likely be available due to Amazon Prime proprietary service. Overall it functions great and is very FAST!
1,Now my bedroom TV is the smartest TV in the house. The voice command makes this a breeze to use. It hooks me up to Netflix in seconds instead of minutes like the blue-ray players on my other TV's.
1,As an Amazon Prime media consumption device it can not be beat for the price. If you are not a Prime member don't bother. Put the fifty bucks toward an iPad which can't be topped for a media device.
1,Good sound and very intuitive. Ask for an artist and voila! It's there. Haven't connected Bluetooth bulbs or outlets yet but plan on in the future
1,I bought for my father and it’s perfect for him. He loves being able to set reminders and play music he wants.
1,"Alexa is good for basic needs, weather, timer, streaming, but lacks the ability for proper search abilities like google. Also, the ability to stream books needs work."
1,I think my Aunt likes her new toy. It is Amazing how technology marches on. This unit is perfect as an introduction to the tablet for people. Even if you have other tablets this is a wonderful addition because you can take it with you as if it's a throwaway. It has the slot to expand memory and the headphone jack has plenty of power and quality sound. It supports Bluetooth audio also. Any gadget freak should add this to their collection.
1,"I purchased the Kindle Oasis because I was growing increasingly tired of the glare and cumbersome size of reading off my iPad. So the portability is great. And of course, I went for the most expensive, because I wanted the extra battery life. And while the length of time it stays charged is nice, charges very quickly, it's still overpriced. I love the non-glare screen, you can literally read this anywhere. But the wifi connectivity is patchy at best. I have to go upstairs in my home and stand close to the router for the Oasis to connect, this is very annoying. Wouldn't be a big deal if I only read from this one device. But I read from another and picking up where I left off is a pain most times. Non of my issues are really a big deal, but for $300 I don't feel like I should have any issues."
1,"Very simple setup. Within minutes I was using and discovering some fun entertainment. I am not an Amazon Prime member yet, but I expect being a member will open even more wonderful entertainment."
1,Would reccomend. Bought one for my daughter. Prefer over my expensive larger tablet.
1,"This Kindle in the largest,thinnest yetfastestand most durable. We purchase the geek squad insurance with it kindly. Best decision ever."
1,easy to read on the beach in bright sunlight. good battery life
1,got one for me and for my older daughter. love it a lot
1,It's easy to use and my son likes to play on it alot
1,"I bought a bunch of these as gifts. They were a huge hit. The tablet has better functioning than its older versions (which also cost 3x more). I would 100% recommend anyone that wants a tablet for recreational daily uses like searching the web, reading, watching videos, playing games, and checking mail."
1,has good download speed. great color and clarity. sound also very good
1,Really nice. Small enough to cary in a purse or brief case. Easy to use and lighting is good. Just need to buy a case to protect the glass.
1,Got this tablet for my 6 year old and she loved it. Easy to use.
1,As expected. i would suggest to get a cover. The dictionary is very easy to use.
1,The kindle white is an excellent ereader which is lightweight. It allows you to hold with one hand with no problem. Additionally there is enough room on the sides to hold with two hands without making pages constantly turn.
1,"I love the product. I'm very happy but I would like even more if the page number was displayed when reading books on this tablet, in case I wanted to refer back to a certain page."
1,I got this tablet for an 8 year old who only plays video games after her homework or on the weekends and it works prefectly fine for that purpose. I never tried to push it to its likits and see how good it could be for an adult. But she hasnt given menone complaint.
1,Easy to install! We bought two one for each tv!!!!
1,"On Christmas Eve I went in looking for an iPad as a gift. They were sold out and I was directed to the Amazon Fire HD8. The picture quality is amazing (hence the HD). I watched a movie on it and the picture was better than my HD tv. I have to say, I would buy this tablet over an iPad any day...AND it cost less than a fourth of the price!"
1,Kids love it and well integrated with Harmony remote
1,Small enough for a purse and works great. I would recommend memory card.
1,"I'm very happy with the Kindle Paperwhite (2015 model). I didn't like reading e-books on ""typical"" tablet screens, which are much better for movies and games. The screen on the Kindle Paperwhite, however, is built exclusively for reading, and in that regard, it really excels. Text is sharp and easy to read in any lighting condition, from darkness to bright sunlight. Additionally, the device is lightweight, easy to carry, and fairly durable."
1,"easy to use, plenty to watch. Easy enough to set up."
1,"For the price you cannot beat the deal on a tablet. Crystal clear picture and very fast. OK, so the wide variety of apps available on an apple or Android are not here. But most major apps are, and if the app is not available just go to their website. A simple fix."
1,"I wanted to upgrade my Kindle Fire - First Edition. This one is really nice. Graphics are superb as is the speed in loading. I don't know, yet, what else it can do as I haven't explored it thoroughly. It's like a mini lap top and has a camera that takes very clear pictures and has wireless connection to the internet."
1,Great tablet which lets you hook into the content of the Amazon ecosystem easily.
1,I'm not one for reviewing usually but my oh my do i love this thing. It is lightweight and amazing!! I LOVE HOW CRISP IT IS AND HOW BRIGHT IT IS.
1,I am extremely thrilled with my Amazon Fire Tablet. It is definitely worth its price!
1,"The clarity of any audio coming out of the Amazon Echo is truly incredible. I bought one because a friend of mine let me barrow his before I got Lasik surgery. I needed stories to keep myself busy and from going crazy. She has different ""skills"" she can learn and provide, that is if you remember the command for said skill. Great for news, quick weather updates on your area, etc. Fantastic product."
1,We have a smoke glass case so this works excellent for us.
1,"I bought this tablet for my girl of 12 years old ,and I bought the fire kid tablet for my other kids ,they loved it , is an great tablet , great prices, easy to use it , the tablets came with cases so everything is in the packet for one prices ,so I'm really happy with this product"
1,"- A MUST for Amazon Prime subscribers - lots of media content - For PlayStation Vue subscribers, it's speedy and fast; works great- Noticeably faster than 1st generation Amazon Fire Stick- High-quality feel of the remote control- Smartphone App works grea"
0,"I purchased this tablet because I saw that it was at an affordable price point for me. With this, it's really not that bad. The only 2 things I've found to be able a little bit annoying is that it's a little awkward to hold/handle when I'm playing my games. The second issue I've found with this type of tablet is that it's made out of plastic & its noisy. The overall performance is quite impressive though. Good price point, with good intentions, just a little cheap feeling & a little big in the hands to hold."
1,holds a charge better than any tablet i have ever had
1,Streaming is easy on this 4k ready box. Love the picture quality too. Plus the kids can play games on the big screen.
1,Very clear HD video..love it and at a wonderful price
1,i think the price is great the durability the easiness although you do need to spend money as well for extra better games and the charger breaks easily but u can use any android charger overall well worth the price i believe
1,Good replacement for a paperwhite. The addition of the page forward and page backward buttons is huge!
1,I currently own an Amazon Fire Kindle. My kids love this one. It's the perfect size for them.
0,"I bought this to replace a 3-year old Kindle Fire 7"" HDX that I had just dropped on the floor. I sort of panicked, so after doing a couple of hours of research I picked this tablet. Just to be on the safe side I got 16 additional GB of memory. I installed a couple of games (none of them memory hogs) and a cookbook app, in addition to downloading a couple of books and dictionaries. I can honestly say this is the slowest tablet I've ever had. Just rotating the screen takes 7-10 seconds, and that's if there's only one app open. Opening a book or magazine can take half a minute, and God help you if you want to switch between a recipe and a magazine while you're cooking! Amazon is obviously more concerned about showing you constant special offers and apps than having satisfied customers. Since there are no other Fire tablets available for whatever reason (maybe they're being discontinued?) I'll be replacing it with either an iPad or a Galaxy tablet."
1,Its a good product and also you can be monitoring what can your kids see
1,"Everyone should have one of these, It will tell you everything from the weather to the sunrise and sunset. you can listen to radio stations from anywhere. I liked it so much that I bought three dots to extend to other rooms."
1,Reads like a book instead of a tablet. Saves on book storage space and is always on hand. Looks good sitting on my nightstand. No clutter.
1,"this is the best ereader in the market, the battery last a least 4+ weeks with one charged"
1,"Overall this is a good streaming device. Pro: Almost every service is available. SlingTV performance here is better than Nexus TV, Fire Stick, or Chromecast. Can do some casual gaming. Available cheap with the SlingTV Best Buy deal. Cons: Sometimes returns to home screen. Included controller sometimes disconnects. UI is better than Roku, but that isn't saying much."
1,It's nice to have a small tablet to have for email and to store pictures with the micro sd slot. Nice screen and ability to store Amazon prime movies to view without a wifi connection.
1,The person who received this tablet is very happy she received this gift!. She loves having it.
1,Alex is a wonderful device and so much fun to use. I can't wait for the more products to catch up.
1,Works great! A must for every home. Bought as a Christmas gift and now getting one for ourselves.
1,This tablet does exactly what it says it's going to do. Got it on Black Friday for $33. It's hard to believe that they can sell something like this for $50 and make money. Works great. Easy to use. Lots of free book from Amazon
1,Very useful for night time reading responsive and intuitive display
1,Nice it all ready has Amazon and apps built in. Great buy.
1,Love this.. Would buy so many times if I had more tvs
1,Kindle fire is one the tablet that those everything you need to do
1,Very good product enjoying very much. Plays all my music and all the the other features are great.
1,This box is on par or better than the competition when combine with Amazon Prime. 4 stars because I feel it's time the internals get an upgrade.
1,It's very easy to navigate threw! My child loves it!
1,It may be cheap but this is a great tablet and works awesome.
1,"This was a great replacement for my previous Kindle, which is more than 5 years old. However, I liked my old Kindle well enough, and I couldn't justify an upgrade considering the more than $100 price tag. That's why I waited for a one-day sale to pick up the Paperwhite."
1,i bought this for a christmas gift. my granddaughter loves it and it was inexpensive.
1,"I bought this tablet on Black Friday. The price was excellent, and it is easy to use. I would highly recommend as a daily web browser, and especially as a reader."
1,Exactly what I needed
1,Fast functional easy interface small great control Kodi mobdro Amazon what more can I say
1,Use it everyday...sign up for amazon prime and watch almost anything..
1,"Amazing must have device, gets better with time as more and more ""skills"" are added. Able to listen to local sports radio, music, controlling your smart devices, etc. Great sound from the speaker as well...."
1,Love the fact that it has parental controls to manage the tablet usage.
1,my son loves it. We have a lot of games and education games also.
1,Lots of fun. It was a gift they are enjoying it very much.
1,"Over all, my grandchildren are happy with their tablets."
1,"I got this for my mother who loves it. If you have Amazon Prime, then it lets you listen to your Prime Music anywhere with just a voice command. Fantastic!"
1,Bought this for grandson because it was cheaper than a kids tablet. Bought a case and it works fine.
1,"I purchased this for my family and put in the family room. Everyone likes to use it for music, trivia, sports scores and just having some fun. Sometimes it doesn't understand the question or have the answer."
1,"Loads TV, movies, applications very smoothly fast. Easy to use."
1,I am happy with this purchase. I've always wanted one. Works great.
1,This is a great reader. My 14 year old loves it and uses it for school work.
1,"Great system, one of the best android box out there."
1,The tablet works good for my son with the games he use
1,I use this tablet as an e-reader and to listen to prime music at the same time. Great for this.Still leaning other features.
1,Simple and easy to operate. Upgrade from another kindle.
1,Love my Echo. My family couldn't have given me a greater gift.
1,"I purchased the Kindle after researching readers online, I have had it for a month and it is awesome!"
1,"Bought for a gift for my girlfriend, she loves it she had the little 7"" fire this is like holding a flat screen very nice picture."
1,"After searching online for the best price, I found this on bestbuy.com. I ordered it and picked it up at our local Best Buy the same day. Great product at a great price."
1,I really liked the idea of this tablet being affordable for my niece and having a protective case was a plus. But after setting this up and giving it to her it works like a dream. Great way to give a kid something both fun and educational.
1,This is a Christmas gift. Hiwever it did come recommended
1,"This is my second Kindle Paper White, so I'm very familiar with this products."
1,"My granddaughter loves her tablet. Especially the camera! As soon as her homework is done, she gets her tablet out. I am so glad I bought it!"
1,I I bought this tablet for my son he is very happy with it
1,"I bought this tablet for xmas gift,( grandson 7 yrs old) had to go back to best buy to get 6 more for the bigger kids. (ages 14 to 26)"
1,I loved the kindle fire so much that I purchased a second one for my husband.
0,Bought another one because first one stopped working. Seems to match the cheap price. Made cheaply.
0,The processor was so slow. It took about five minutes to load a five minute YouTube video with 50 Mb/min. Internet.
1,They love it from the kids. I have this by myself it is really good I would buy it for anyone
1,Can't complain about the value of this kindle for a great price. Gets the job done and is perfect for my 4 year olds studies and games.
1,Alexa is awesome to use for hearing music. works well!
1,"This allows us to watch what we want to watch ,when we want to watch it."
1,Good Christmas gift for a small time reader. Would buy again
1,Great product gets better every week. I even bought one as a gift
1,Bought for daughter taking American Lit class that requires alot of reading. She downloaded audio form and enjoys having those stories read to her while working out.
1,My grandson is 6 and he loves this tablet.. Easy for him to us and a great price.. Well worth it
1,"Bought a Fire HD 8 tablet for my wife. She doesn't like using computers and avoids smartphones, but her new tablet is a big hit. She uses it to play games and to stream movies and radio programs. I use it for everything else -- reading news, checking e-mail, online shopping, etc. It was very easy to set up and even easier to use. Plenty of speed and capacity to do everything we want."
1,"Bought 2 for my Granddaughters, one is 5 and one is ten, they had the best time ever playing with them. You can control all access, so it works great for both and their parents feel secure."
1,The power of battery lasts longer than any tablets.
1,"Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card."
0,I have bought multiple fire tablets and will continue too. I would advise to get the protection plan for any problems and we have had a few. The tablets work good for the most part but I would upgrade the memory to 16 if you are going to play a lot of games.
1,The lighted white screen makes for better reading for your eyes.
1,"Good tablet, great price, easy to use, pick up simple"
1,Great Tablet for South America. Much more expensive there. it works great and is very fast. No problems getting it on the SA network.
1,Kindle was great purchase for both of my teenage sons.Great for use of apps and music. Good for everyday use. Would recommend to anybody.
1,Great product. Purchased for my wife to replace her fire hd. She loves the screen and the fact that it fits in her pocketbook.
1,So fun and exciting and informative :) it was a present for my boyfriend and he calls her his real girlfriend lol
1,Much better than I expected for the very reasonable price.
1,I decided I need a device dedicated to my Amazon account so I purchased this. I have been using my iphone and ipad but wanted to have a device specifically for books. I've had kindles before and the products are so good.
1,Streaming videos finding anything you want all the apps you need. I guess I don't need cable anymore
1,"Does everything you need for ""daily"" use. Easy to set up, easy to use, price is great!"
1,Ni problem at all. Run good easy to use. The remote very usefull
1,"This was purchased as a replacement for an aging third party e-reader. It is light weight, compact, easy on the eyes while reading and has a long battery life. The Kindle library has a wide variety of books, many of which are free. The one draw back for some people may be that the lock-screen has ads. This is only on the lock-screen, the ads don't appear while using the device and Amazon can permanently remove the ads for a fee."
1,really good value for the price. Easy access to internet and operation.
1,"This was the fourth ECHO we have purchased. The first one was for home, an award from RealtyUSA.com. The last three were Christmas presents for all the Grandchildren. they just love it. When we are out our dogs listen to classical music on the ECHO!"
1,I bought 2 tablets. One for my oldest daughter an then one for my husband. Haven't had any issues with either. About to buy another one for my youngest now
1,We love this and take it everywhere with us for streaming stuff
1,nice tablet function well great item for surfing the Web easy to use and set up yes I would recommend
1,"My daughter loves it. Was a little hesitant because of it being Amazon ad machine, but it turned out to be a great purchase"
